,rec_num,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,state,city_development_matrics
6450,6451,19255,city_48,0.493,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,1,18,1.0,CA,4.93
6451,6452,23147,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,3,90,1.0,CA,9.200000000000001
6452,6453,26037,city_73,0.754,Female,Has relevent experience,Full time course,Graduate,STEM,6,,,1,25,1.0,CA,7.54
6453,6454,2920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,153,0.0,CA,9.200000000000001
6454,6455,21551,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,41,0.0,CA,8.97
6455,6456,1700,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,54,0.0,CA,6.24
6456,6457,17296,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Early Stage Startup,never,23,0.0,CA,6.24
6457,6458,31087,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,4,9,0.0,CA,9.13
6458,6459,16136,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,43,0.0,CA,9.1
6459,6460,7372,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,82,0.0,CA,9.25
6460,6461,16701,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,29,0.0,CA,9.1
6461,6462,30011,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,48,0.0,CA,8.97
6462,6463,3229,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,10,1.0,CA,9.200000000000001
6463,6464,5322,city_64,0.6659999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,158,0.0,CA,6.659999999999999
6464,6465,28217,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,107,1.0,CA,9.200000000000001
6465,6466,14149,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,32,1.0,CA,5.5
6466,6467,1954,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,218,0.0,CA,9.13
6467,6468,4400,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,2,43,0.0,CA,9.200000000000001
6468,6469,27803,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,NGO,1,40,0.0,CA,9.389999999999999
6469,6470,18765,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,10,100-500,Pvt Ltd,2,72,0.0,CA,9.1
6470,6471,28445,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,31,1.0,CA,6.24
6471,6472,4537,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,250,1.0,CA,6.24
6472,6473,17436,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,34,0.0,CA,6.24
6473,6474,29306,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,,2,14,0.0,CA,8.43
6474,6475,15512,city_21,0.624,,No relevent experience,no_enrollment,High School,,6,,,>4,17,1.0,CA,6.24
6475,6476,8678,city_134,0.698,,No relevent experience,Full time course,High School,,3,10000+,Public Sector,1,35,0.0,CA,6.9799999999999995
6476,6477,16600,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,,>4,106,0.0,CA,9.1
6477,6478,17907,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,90,0.0,CA,8.97
6478,6479,15143,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,18,0.0,CA,9.200000000000001
6479,6480,1277,city_28,0.939,,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,43,0.0,CA,9.389999999999999
6480,6481,14135,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,,28,1.0,CA,6.24
6481,6482,26027,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,2,27,0.0,CA,9.389999999999999
6482,6483,20818,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,145,0.0,CA,6.9799999999999995
6483,6484,484,city_40,0.7759999999999999,Male,No relevent experience,Full time course,High School,,3,,Pvt Ltd,never,22,0.0,CA,7.759999999999999
6484,6485,3108,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,43,0.0,CA,9.26
6485,6486,27020,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,>4,43,0.0,CA,9.200000000000001
6486,6487,13581,city_134,0.698,,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,3,52,0.0,CA,6.9799999999999995
6487,6488,10849,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,167,0.0,CA,8.84
6488,6489,17273,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,18,0.0,CA,9.1
6489,6490,29602,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,50-99,Pvt Ltd,1,128,0.0,CA,9.26
6490,6491,26833,city_90,0.698,,No relevent experience,no_enrollment,Masters,STEM,1,10/49,Pvt Ltd,1,47,0.0,CA,6.9799999999999995
6491,6492,21431,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,3,39,1.0,CA,6.24
6492,6493,14416,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,never,58,0.0,CA,7.62
6493,6494,27599,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,4,62,0.0,CA,6.24
6494,6495,6101,city_23,0.899,Male,Has relevent experience,Part time course,,,7,1000-4999,,1,42,0.0,CA,8.99
6495,6496,19886,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,9,,,1,98,1.0,CA,7.67
6496,6497,31436,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,3,72,0.0,CA,6.24
6497,6498,28780,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,Humanities,20,,,1,17,0.0,CA,8.55
6498,6499,15186,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,never,218,0.0,CA,9.200000000000001
6499,6500,17242,city_128,0.527,,No relevent experience,no_enrollment,High School,,<1,,,never,55,0.0,CA,5.2700000000000005
6500,6501,23093,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,Other,>20,,,>4,4,0.0,CA,9.200000000000001
6501,6502,33154,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,never,148,1.0,CA,6.24
6502,6503,2369,city_28,0.939,Male,No relevent experience,Full time course,Masters,STEM,10,50-99,Public Sector,2,61,0.0,CA,9.389999999999999
6503,6504,27168,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,High School,,17,50-99,Funded Startup,1,71,0.0,CA,6.659999999999999
6504,6505,9658,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,19,1000-4999,Pvt Ltd,>4,122,0.0,CA,9.26
6505,6506,7992,city_143,0.74,Male,No relevent experience,no_enrollment,High School,,5,,,never,24,0.0,CA,7.4
6506,6507,3777,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,52,0.0,CA,9.200000000000001
6507,6508,27324,city_103,0.92,Female,Has relevent experience,,Graduate,STEM,13,,,4,52,1.0,CA,9.200000000000001
6508,6509,11318,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,8,0.0,CA,9.200000000000001
6509,6510,25692,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,>4,6,0.0,CA,9.26
6510,6511,20703,city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Pvt Ltd,1,80,0.0,CA,8.040000000000001
6511,6512,27452,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,,,1,21,1.0,CA,9.200000000000001
6512,6513,11034,city_152,0.698,Male,No relevent experience,no_enrollment,High School,,1,,,never,73,0.0,CA,6.9799999999999995
6513,6514,17828,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,4,,,1,55,1.0,CA,6.9799999999999995
6514,6515,29651,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,5,<10,Pvt Ltd,1,7,0.0,CA,9.200000000000001
6515,6516,3955,city_16,0.91,Male,No relevent experience,Full time course,High School,,4,,Pvt Ltd,never,108,0.0,CA,9.1
6516,6517,31029,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,34,0.0,CA,5.5
6517,6518,9817,city_61,0.913,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,never,21,0.0,CA,9.13
6518,6519,15163,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,2,28,0.0,CA,9.200000000000001
6519,6520,11718,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,6,<10,Pvt Ltd,3,72,0.0,CA,9.26
6520,6521,15526,city_116,0.743,Male,No relevent experience,no_enrollment,Graduate,STEM,15,500-999,,never,74,0.0,CA,7.43
6521,6522,20015,city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Public Sector,2,21,0.0,CA,8.36
6522,6523,24203,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,6,1.0,CA,6.24
6523,6524,26567,city_13,0.8270000000000001,Male,Has relevent experience,Part time course,High School,,9,100-500,Pvt Ltd,1,31,0.0,CA,8.270000000000001
6524,6525,18435,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,High School,,3,,,1,80,1.0,CA,5.579999999999999
6525,6526,190,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,3,,,1,38,0.0,CA,9.200000000000001
6526,6527,14006,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,56,1.0,CA,9.200000000000001
6527,6528,26156,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,3,102,0.0,CA,7.62
6528,6529,7607,city_101,0.5579999999999999,Male,Has relevent experience,Part time course,High School,,6,10/49,Pvt Ltd,1,50,1.0,CA,5.579999999999999
6529,6530,13849,city_46,0.762,,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,78,0.0,CA,7.62
6530,6531,1773,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,,35,0.0,CA,9.200000000000001
6531,6532,30897,city_90,0.698,,Has relevent experience,Part time course,Graduate,STEM,<1,50-99,NGO,4,104,0.0,CA,6.9799999999999995
6532,6533,1475,city_21,0.624,,No relevent experience,Full time course,High School,,6,,Pvt Ltd,never,184,0.0,CA,6.24
6533,6534,6750,city_23,0.899,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,2,120,0.0,CA,8.99
6534,6535,17577,city_65,0.802,Male,Has relevent experience,,Graduate,STEM,8,50-99,Pvt Ltd,1,59,0.0,CA,8.02
6535,6536,28062,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,20,0.0,CA,9.200000000000001
6536,6537,12187,city_114,0.926,,Has relevent experience,Part time course,Masters,STEM,18,,,1,47,0.0,CA,9.26
6537,6538,23137,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Public Sector,2,24,1.0,CA,9.1
6538,6539,30747,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,1,32,1.0,CA,9.200000000000001
6539,6540,19345,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11,,,2,7,1.0,CA,9.200000000000001
6540,6541,31829,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,1,77,0.0,CA,8.870000000000001
6541,6542,23531,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,190,0.0,CA,9.200000000000001
6542,6543,15690,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,62,0.0,CA,7.67
6543,6544,19362,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,26,0.0,CA,9.200000000000001
6544,6545,30822,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,64,0.0,CA,9.389999999999999
6545,6546,16776,city_16,0.91,,No relevent experience,,,,<1,,,2,111,0.0,CA,9.1
6546,6547,3387,city_46,0.762,Male,Has relevent experience,Full time course,High School,,2,<10,Funded Startup,2,36,0.0,CA,7.62
6547,6548,20908,city_61,0.913,,No relevent experience,Full time course,Masters,STEM,13,5000-9999,Public Sector,2,6,0.0,CA,9.13
6548,6549,26091,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,184,0.0,CA,9.200000000000001
6549,6550,5948,city_74,0.579,,No relevent experience,Full time course,Graduate,STEM,>20,,,never,214,0.0,CA,5.789999999999999
6550,6551,32755,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,>4,59,1.0,CA,6.24
6551,6552,29229,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,,,1,61,1.0,CA,9.200000000000001
6552,6553,231,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,,1,52,1.0,CA,7.62
6553,6554,28357,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,4,,,never,28,0.0,CA,9.26
6554,6555,17799,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,,10000+,,,64,0.0,CA,9.200000000000001
6555,6556,14338,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,3,110,0.0,CA,6.24
6556,6557,26428,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10/49,Early Stage Startup,never,20,0.0,CA,6.24
6557,6558,23479,city_89,0.925,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,132,1.0,CA,9.25
6558,6559,2414,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,never,45,1.0,CA,6.24
6559,6560,8340,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Funded Startup,1,91,0.0,CA,7.67
6560,6561,26814,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,>4,86,0.0,CA,9.200000000000001
6561,6562,13881,city_59,0.775,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,37,0.0,CA,7.75
6562,6563,18943,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,4,64,0.0,CA,9.24
6563,6564,4276,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,2,10000+,Pvt Ltd,1,92,0.0,CA,9.200000000000001
6564,6565,6082,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,1,52,0.0,CA,8.55
6565,6566,10876,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,67,0.0,CA,8.870000000000001
6566,6567,13389,city_138,0.836,,Has relevent experience,no_enrollment,Masters,No Major,7,50-99,Pvt Ltd,2,17,0.0,CA,8.36
6567,6568,30990,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,104,1.0,CA,6.24
6568,6569,16069,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,Public Sector,1,38,0.0,CA,9.200000000000001
6569,6570,13634,city_91,0.691,Male,No relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,86,0.0,CA,6.909999999999999
6570,6571,30144,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,158,0.0,CA,9.1
6571,6572,6423,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,42,0.0,CA,6.9799999999999995
6572,6573,8518,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,2,,,1,39,0.0,CA,9.200000000000001
6573,6574,19429,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,6,0.0,CA,6.24
6574,6575,19250,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,500-999,Pvt Ltd,1,50,0.0,CA,9.200000000000001
6575,6576,27408,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,43,0.0,CA,9.200000000000001
6576,6577,5305,city_67,0.855,Male,No relevent experience,Part time course,Graduate,Humanities,14,,,>4,104,1.0,CA,8.55
6577,6578,5554,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,2,22,0.0,CA,9.200000000000001
6578,6579,22505,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,47,1.0,CA,6.24
6579,6580,14822,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,2,1000-4999,Pvt Ltd,never,35,0.0,CA,9.26
6580,6581,8060,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,50-99,,1,112,0.0,CA,8.02
6581,6582,3600,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,39,0.0,CA,8.99
6582,6583,458,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,214,0.0,CA,9.200000000000001
6583,6584,24047,city_103,0.92,,No relevent experience,Full time course,High School,,3,50-99,Funded Startup,,314,0.0,CA,9.200000000000001
6584,6585,2105,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,2,101,1.0,CA,6.24
6585,6586,13990,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,Funded Startup,2,125,0.0,CA,9.200000000000001
6586,6587,25131,city_21,0.624,,Has relevent experience,,,,15,,,2,68,0.0,CA,6.24
6587,6588,10684,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,,48,0.0,CA,6.890000000000001
6588,6589,23916,city_98,0.949,,No relevent experience,no_enrollment,Graduate,STEM,10,,,1,268,1.0,CA,9.49
6589,6590,30649,city_70,0.698,Female,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,1,95,1.0,CA,6.9799999999999995
6590,6591,17660,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,16,<10,Pvt Ltd,never,132,0.0,CA,8.93
6591,6592,22475,city_138,0.836,Male,Has relevent experience,no_enrollment,Primary School,,11,,,2,13,0.0,CA,8.36
6592,6593,30312,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,,1,12,1.0,CA,5.5
6593,6594,3107,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Business Degree,2,100-500,Pvt Ltd,2,33,0.0,CA,9.200000000000001
6594,6595,13133,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,90,0.0,CA,9.200000000000001
6595,6596,28527,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,46,0.0,CA,9.200000000000001
6596,6597,3235,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,9,,Pvt Ltd,never,68,0.0,CA,9.200000000000001
6597,6598,32188,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,2,107,0.0,CA,9.1
6598,6599,8135,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,,1,57,0.0,CA,9.25
6599,6600,8008,city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,54,1.0,CA,8.48
6600,6601,18651,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,,16,0.0,CA,6.24
6601,6602,26951,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,Other,9,,,1,38,0.0,CA,8.959999999999999
6602,6603,27759,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,56,0.0,CA,9.200000000000001
6603,6604,24717,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,1,94,0.0,CA,9.200000000000001
6604,6605,23242,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,20,,,>4,152,1.0,CA,9.200000000000001
6605,6606,9341,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,22,0.0,CA,9.26
6606,6607,22703,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,,never,56,0.0,CA,8.040000000000001
6607,6608,24266,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,NGO,1,36,0.0,CA,6.9799999999999995
6608,6609,13862,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,2,53,0.0,CA,9.1
6609,6610,21326,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,>4,110,1.0,CA,6.24
6610,6611,69,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,23,1.0,CA,6.24
6611,6612,26684,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,152,0.0,CA,9.26
6612,6613,13560,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,80,0.0,CA,6.24
6613,6614,11197,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,41,0.0,CA,9.200000000000001
6614,6615,29881,city_109,0.701,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,46,1.0,CA,7.01
6615,6616,31091,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,101,0.0,CA,8.84
6616,6617,22790,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,38,0.0,CA,6.24
6617,6618,7277,city_90,0.698,,Has relevent experience,no_enrollment,High School,,5,50-99,Pvt Ltd,1,17,0.0,CA,6.9799999999999995
6618,6619,26267,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Funded Startup,1,112,0.0,CA,9.200000000000001
6619,6620,2779,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,53,0.0,CA,9.26
6620,6621,1555,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,39,0.0,CA,9.1
6621,6622,18311,city_21,0.624,Male,No relevent experience,Full time course,Masters,No Major,3,,,never,70,1.0,CA,6.24
6622,6623,24314,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,23,0.0,CA,6.9799999999999995
6623,6624,9767,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,106,0.0,CA,9.200000000000001
6624,6625,23571,city_97,0.925,,No relevent experience,Full time course,Graduate,STEM,7,,,never,55,0.0,CA,9.25
6625,6626,17337,city_11,0.55,,No relevent experience,,Primary School,,1,,,never,48,0.0,CA,5.5
6626,6627,5617,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,78,0.0,CA,6.24
6627,6628,15001,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,11,0.0,CA,9.200000000000001
6628,6629,29650,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,3,36,0.0,CA,9.200000000000001
6629,6630,7472,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,500-999,Public Sector,1,178,0.0,CA,9.200000000000001
6630,6631,6070,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,89,0.0,CA,8.84
6631,6632,8065,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,28,0.0,CA,9.1
6632,6633,13638,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,3,60,0.0,CA,8.040000000000001
6633,6634,14407,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,1,101,1.0,CA,9.200000000000001
6634,6635,13614,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,2,160,0.0,CA,9.1
6635,6636,33083,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,never,27,0.0,CA,8.48
6636,6637,14483,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,31,0.0,CA,6.24
6637,6638,1048,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,2,48,0.0,CA,9.200000000000001
6638,6639,27323,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,5,,Pvt Ltd,1,43,0.0,CA,7.67
6639,6640,84,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,92,0.0,CA,9.200000000000001
6640,6641,18420,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,111,1.0,CA,7.4
6641,6642,6976,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,84,0.0,CA,6.24
6642,6643,29688,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,>4,23,0.0,CA,9.200000000000001
6643,6644,3997,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,,5,,Pvt Ltd,never,11,0.0,CA,9.1
6644,6645,13372,city_145,0.555,,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,NGO,1,17,1.0,CA,5.550000000000001
6645,6646,886,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,>4,32,1.0,CA,8.97
6646,6647,3244,city_82,0.693,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,116,0.0,CA,6.93
6647,6648,12131,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,10,0.0,CA,8.870000000000001
